,ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Alive or not,Basis of measurement,Biota species name (in Latin),Distance from the river source (km),Fat content (% of total wet matter),"Name of river, estuary, lake, reservoir, sea",Number of orgnanisms,Origin of biota,Proxy pressures,River basin name,Size (mm),Species group,Tissue,Water content(%),Weight (kg),field_country
10,22003,EMBLAS-II (Survey 2016),Real Sample,Biota 07 Fish (muscle),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Odesa,Ukraine,45.38319,31.29838,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Ukraine
11,22004,EMBLAS-II (Survey 2016),Real Sample,Biota 07 Fish (muscle),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Odesa,Ukraine,45.38319,31.29838,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Ukraine
12,22005,EMBLAS-II (Survey 2016),Real Sample,Biota 06 Fish (muscle),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Odesa,Ukraine,45.38319,31.29838,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Ukraine
13,22006,EMBLAS-II (Survey 2016),Real Sample,Biota 06 Fish (muscle),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Odesa,Ukraine,45.38319,31.29838,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Ukraine
14,22007,EMBLAS-II (Survey 2016),Real Sample,Biota 05 Fish (muscle),"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Tbilisi,Georgia,41.90545,41.59606,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Georgia
15,22008,EMBLAS-II (Survey 2016),Real Sample,Biota 05 Fish (muscle),"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Tbilisi,Georgia,41.90545,41.59606,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Georgia
16,22009,EMBLAS-II (Survey 2016),Real Sample,Biota 04 Fish (whole fish),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Odesa,Ukraine,45.38319,31.29838,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Ukraine
17,22010,EMBLAS-II (Survey 2016),Real Sample,Biota 04 Fish (whole fish),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Odesa,Ukraine,45.38319,31.29838,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Ukraine
18,22011,EMBLAS-II (Survey 2016),Real Sample,Biota 03 Fish (whole fish),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Odesa,Ukraine,45.38319,31.29838,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Ukraine
19,22012,EMBLAS-II (Survey 2016),Real Sample,Biota 03 Fish (whole fish),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Odesa,Ukraine,45.38319,31.29838,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Ukraine
20,22013,EMBLAS-II (Survey 2016),Real Sample,Biota 02 Fish (whole fish),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Odesa,Ukraine,46.47,30.73,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Ukraine
21,22014,EMBLAS-II (Survey 2016),Real Sample,Biota 02 Fish (whole fish),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Odesa,Ukraine,46.47,30.73,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Ukraine
22,22015,EMBLAS-II (Survey 2016),Real Sample,Biota 01 Fish (whole fish),"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Tbilisi,Georgia,41.90545,41.59606,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Georgia
23,22016,EMBLAS-II (Survey 2016),Real Sample,Biota 01 Fish (whole fish),"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Tbilisi,Georgia,41.90545,41.59606,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Georgia
