,ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Alive or not,Basis of measurement,Biota species name (in Latin),Distance from the river source (km),Fat content (% of total wet matter),"Name of river, estuary, lake, reservoir, sea",Number of orgnanisms,Origin of biota,Proxy pressures,River basin name,Size (mm),Species group,Tissue,Water content(%),Weight (kg),field_country
10,21015,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of beech marten (Martes foina) collected in Feb 2019,"Sat, 02/02/2019 - 22:00","Sat, 12/29/2018 - 22:00",LC-Bruker maXis QTOF: Submission #11,Vellberg,Germany,49.09,9.89,0,Dry weight,,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,1.155,Germany
11,21016,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of beech marten (Martes foina) collected in Feb 2019,"Sat, 02/02/2019 - 22:00","Sat, 12/29/2018 - 22:00",LC-Bruker maXis QTOF: Submission #10,Vellberg,Germany,49.09,9.89,0,Dry weight,,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,1.155,Germany
12,21017,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of beech marten (Martes foina) collected in Dec 2018,"Sat, 12/15/2018 - 22:00","Sat, 11/10/2018 - 22:00",LC-Bruker maXis QTOF: Submission #11,Freiamt,Germany,48.18,7.92,0,Dry weight,Death cause: Hunting,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,1.111,Germany
13,21018,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of beech marten (Martes foina) collected in Dec 2018,"Sat, 12/15/2018 - 22:00","Sat, 11/10/2018 - 22:00",LC-Bruker maXis QTOF: Submission #10,Freiamt,Germany,48.18,7.92,0,Dry weight,Death cause: Hunting,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,1.111,Germany
14,21019,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of beech marten (Martes foina) collected in Jan 2019 (1.3 kg),"Fri, 01/25/2019 - 22:00","Fri, 12/21/2018 - 22:00",LC-Bruker maXis QTOF: Submission #11,Gartringen,Germany,48.64,8.89,0,Dry weight,,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,1.305,Germany
15,21020,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of beech marten (Martes foina) collected in Jan 2019 (1.3 kg),"Fri, 01/25/2019 - 22:00","Fri, 12/21/2018 - 22:00",LC-Bruker maXis QTOF: Submission #10,Gartringen,Germany,48.64,8.89,0,Dry weight,,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,1.305,Germany
16,21021,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of European polecat (Mustela putorius) collected in 2nd Dec 2018,"Sun, 12/02/2018 - 22:00","Sun, 10/28/2018 - 22:00",LC-Bruker maXis QTOF: Submission #11,Alpirsbach,Germany,48.35,8.39,0,Dry weight,,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,0.823,Germany
17,21022,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of European polecat (Mustela putorius) collected in 2nd Dec 2018,"Sun, 12/02/2018 - 22:00","Sun, 10/28/2018 - 22:00",LC-Bruker maXis QTOF: Submission #10,Alpirsbach,Germany,48.35,8.39,0,Dry weight,,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,0.823,Germany
18,21023,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of European polecat (Mustela putorius) collected in Dec 2018,"Sat, 12/01/2018 - 22:00","Sat, 10/27/2018 - 22:00",LC-Bruker maXis QTOF: Submission #11,Alpirsbach,Germany,48.35,8.39,0,Dry weight,,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,1.142,Germany
19,21024,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of European polecat (Mustela putorius) collected in Dec 2018,"Sat, 12/01/2018 - 22:00","Sat, 10/27/2018 - 22:00",LC-Bruker maXis QTOF: Submission #10,Alpirsbach,Germany,48.35,8.39,0,Dry weight,,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,1.142,Germany
20,21025,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of European pine marten (Martes martes) collected in Dec 2018,"Wed, 12/12/2018 - 22:00","Wed, 11/07/2018 - 22:00",LC-Bruker maXis QTOF: Submission #11,Gartringen,Germany,48.64,8.89,0,Dry weight,,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,1.24,Germany
21,21026,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of European pine marten (Martes martes) collected in Dec 2018,"Wed, 12/12/2018 - 22:00","Wed, 11/07/2018 - 22:00",LC-Bruker maXis QTOF: Submission #10,Gartringen,Germany,48.64,8.89,0,Dry weight,,,,Rhine river basin,,Terrestrial environment,,,,Other (22510),Liver,,1.24,Germany
22,21027,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of European polecat (Mustela putorius) collected in Dec 1993,"Mon, 12/13/1993 - 22:00","Mon, 11/08/1993 - 22:00",LC-Bruker maXis QTOF: Submission #11,Jungingen,Germany,48.33,9.06,0,Dry weight,,,,Rhine river basin,1.0,Terrestrial environment,,,,Other (22510),Liver,,0.406,Germany
23,21028,LUBW terrestrial predator chemical monitoring LC,Real Sample,Liver of European polecat (Mustela putorius) collected in Dec 1993,"Mon, 12/13/1993 - 22:00","Mon, 11/08/1993 - 22:00",LC-Bruker maXis QTOF: Submission #10,Jungingen,Germany,48.33,9.06,0,Dry weight,,,,Rhine river basin,1.0,Terrestrial environment,,,,Other (22510),Liver,,0.406,Germany
