,ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Alive or not,Basis of measurement,Biota species name (in Latin),Distance from the river source (km),Fat content (% of total wet matter),"Name of river, estuary, lake, reservoir, sea",Number of orgnanisms,Origin of biota,Proxy pressures,River basin name,Size (mm),Species group,Tissue,Water content(%),Weight (kg),field_country
34,19809,CONNECT I+II LC,Real Sample,CONNECT 29 Mytilus edulis from Copenhagen Harbour,"Mon, 12/02/2019 - 22:00","Mon, 10/28/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Copenhagen,Denmark,55.66915,12.576317,1,Wet weight,Mytilus edulis,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,79.0,,Denmark
35,19810,CONNECT I+II LC,Real Sample,CONNECT 29 Mytilus edulis from Copenhagen Harbour,"Mon, 12/02/2019 - 22:00","Mon, 10/28/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Copenhagen,Denmark,55.66915,12.576317,1,Wet weight,Mytilus edulis,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,79.0,,Denmark
36,19811,CONNECT I+II LC,Real Sample,CONNECT 28 Mytilus edulis from Great Belt,"Wed, 11/06/2019 - 22:00","Wed, 10/02/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Skaelskor,Denmark,55.25735,11.2,1,Wet weight,Mytilus edulis,,,Baltic Sea,,Coastal region,,Baltic Sea,,Molluscs (22488),Muscle,85.0,,Denmark
37,19812,CONNECT I+II LC,Real Sample,CONNECT 28 Mytilus edulis from Great Belt,"Wed, 11/06/2019 - 22:00","Wed, 10/02/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Skaelskor,Denmark,55.25735,11.2,1,Wet weight,Mytilus edulis,,,Baltic Sea,,Coastal region,,Baltic Sea,,Molluscs (22488),Muscle,85.0,,Denmark
38,19813,CONNECT I+II LC,Real Sample,CONNECT 27 Mytilus edulis from Fjord,"Sun, 10/06/2019 - 22:00","Sun, 09/01/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Randers,Denmark,56.602683,10.2897,1,Wet weight,Mytilus edulis,,,Randers Fjord,,Coastal region,,Randers Fjord,,Molluscs (22488),Muscle,83.0,,Denmark
39,19814,CONNECT I+II LC,Real Sample,CONNECT 27 Mytilus edulis from Fjord,"Sun, 10/06/2019 - 22:00","Sun, 09/01/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Randers,Denmark,56.602683,10.2897,1,Wet weight,Mytilus edulis,,,Randers Fjord,,Coastal region,,Randers Fjord,,Molluscs (22488),Muscle,83.0,,Denmark
40,19815,CONNECT I+II LC,Real Sample,CONNECT 26 Mytilus edulis from Marina Aalborg,"Sat, 10/24/2020 - 22:00","Sat, 09/19/2020 - 22:00",LC-Bruker maXis QTOF: Submission #11,Aalborg,Denmark,57.07,9.956667,1,Wet weight,Mytilus edulis,,,Nibe Bredning,,Coastal region,,Nibe Bredning,,Molluscs (22488),Muscle,79.0,,Denmark
41,19816,CONNECT I+II LC,Real Sample,CONNECT 26 Mytilus edulis from Marina Aalborg,"Sat, 10/24/2020 - 22:00","Sat, 09/19/2020 - 22:00",LC-Bruker maXis QTOF: Submission #10,Aalborg,Denmark,57.07,9.956667,1,Wet weight,Mytilus edulis,,,Nibe Bredning,,Coastal region,,Nibe Bredning,,Molluscs (22488),Muscle,79.0,,Denmark
42,19817,CONNECT I+II LC,Real Sample,CONNECT 25 Mytilus edulis from Baltic Sea,"Wed, 11/06/2019 - 22:00","Wed, 10/02/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Ronne,Denmark,55.04695,14.693117,1,Wet weight,Mytilus edulis,,,Baltic Sea,,Coastal region,,Baltic Sea,,Molluscs (22488),Muscle,78.0,,Denmark
43,19818,CONNECT I+II LC,Real Sample,CONNECT 25 Mytilus edulis from Baltic Sea,"Wed, 11/06/2019 - 22:00","Wed, 10/02/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Ronne,Denmark,55.04695,14.693117,1,Wet weight,Mytilus edulis,,,Baltic Sea,,Coastal region,,Baltic Sea,,Molluscs (22488),Muscle,78.0,,Denmark
44,19819,CONNECT I+II LC,Real Sample,CONNECT 24 Mytilus edulis from North Sea,"Wed, 11/13/2019 - 22:00","Wed, 10/09/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Aarhus,Denmark,55.988017,11.30045,1,Wet weight,Mytilus edulis,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,87.0,,Denmark
45,19820,CONNECT I+II LC,Real Sample,CONNECT 24 Mytilus edulis from North Sea,"Wed, 11/13/2019 - 22:00","Wed, 10/09/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Aarhus,Denmark,55.988017,11.30045,1,Wet weight,Mytilus edulis,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,87.0,,Denmark
46,19821,CONNECT I+II LC,Real Sample,CONNECT 23 Pleuronectes platessa from Baltic Sea,"Mon, 11/18/2019 - 22:00","Mon, 10/14/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Funen,Denmark,54.792467,10.5655,1,Wet weight,Pleuronectes platessa,,,Baltic Sea,,Coastal region,,Baltic Sea,,Fish (22486),Muscle,82.0,,Denmark
47,19822,CONNECT I+II LC,Real Sample,CONNECT 23 Pleuronectes platessa from Baltic Sea,"Mon, 11/18/2019 - 22:00","Mon, 10/14/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Funen,Denmark,54.792467,10.5655,1,Wet weight,Pleuronectes platessa,,,Baltic Sea,,Coastal region,,Baltic Sea,,Fish (22486),Muscle,82.0,,Denmark
48,19823,CONNECT I+II LC,Real Sample,CONNECT 22 Pleuronectes platessa from Copenhagen harbour,"Sun, 12/15/2019 - 22:00","Sun, 11/10/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Copenhagen,Denmark,55.670984,12.653118,1,Wet weight,Pleuronectes platessa,,,North Sea,,Coastal region,,North Sea,,Fish (22486),Muscle,80.0,,Denmark
49,19824,CONNECT I+II LC,Real Sample,CONNECT 22 Pleuronectes platessa from Copenhagen harbour,"Sun, 12/15/2019 - 22:00","Sun, 11/10/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Copenhagen,Denmark,55.670984,12.653118,1,Wet weight,Pleuronectes platessa,,,North Sea,,Coastal region,,North Sea,,Fish (22486),Muscle,80.0,,Denmark
50,19825,CONNECT I+II LC,Real Sample,CONNECT 21 Pleuronectes platessa from Fjord close to Randers,"Mon, 10/07/2019 - 22:00","Mon, 09/02/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Randers,Denmark,56.490806,10.224426,1,Wet weight,Pleuronectes platessa,,,Grund Fjord,,Coastal region,,Grund Fjord,,Fish (22486),Muscle,82.0,,Denmark
51,19826,CONNECT I+II LC,Real Sample,CONNECT 21 Pleuronectes platessa from Fjord close to Randers,"Mon, 10/07/2019 - 22:00","Mon, 09/02/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Randers,Denmark,56.490806,10.224426,1,Wet weight,Pleuronectes platessa,,,Grund Fjord,,Coastal region,,Grund Fjord,,Fish (22486),Muscle,82.0,,Denmark
52,19827,CONNECT I+II LC,Real Sample,CONNECT 20 Pleuronectes platessa from Aarhus,"Tue, 08/20/2019 - 22:00","Tue, 07/16/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Aarhus,Denmark,56.184667,10.984667,1,Wet weight,Pleuronectes platessa,,,North Sea,,Coastal region,,North Sea,,Fish (22486),Muscle,75.0,,Denmark
53,19828,CONNECT I+II LC,Real Sample,CONNECT 20 Pleuronectes platessa from Aarhus,"Tue, 08/20/2019 - 22:00","Tue, 07/16/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Aarhus,Denmark,56.184667,10.984667,1,Wet weight,Pleuronectes platessa,,,North Sea,,Coastal region,,North Sea,,Fish (22486),Muscle,75.0,,Denmark
54,19829,CONNECT I+II LC,Real Sample,CONNECT 19 Pleuronectes platessa from Baltic Sea,"Fri, 12/13/2019 - 22:00","Fri, 11/08/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Ronne,Denmark,55.166667,14.583333,1,Wet weight,Pleuronectes platessa,,,Baltic Sea,,Coastal region,,Baltic Sea,,Fish (22486),Muscle,70.0,,Denmark
55,19830,CONNECT I+II LC,Real Sample,CONNECT 19 Pleuronectes platessa from Baltic Sea,"Fri, 12/13/2019 - 22:00","Fri, 11/08/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Ronne,Denmark,55.166667,14.583333,1,Wet weight,Pleuronectes platessa,,,Baltic Sea,,Coastal region,,Baltic Sea,,Fish (22486),Muscle,70.0,,Denmark
56,19831,CONNECT I+II LC,Real Sample,CONNECT 18 Pleuronectes platessa from North Sea,"Tue, 08/20/2019 - 22:00","Tue, 07/16/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Esbjerg,Denmark,56.000667,7.011167,1,Wet weight,Pleuronectes platessa,,,North Sea,,Coastal region,,North Sea,,Fish (22486),Muscle,78.0,,Denmark
57,19832,CONNECT I+II LC,Real Sample,CONNECT 18 Pleuronectes platessa from North Sea,"Tue, 08/20/2019 - 22:00","Tue, 07/16/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Esbjerg,Denmark,56.000667,7.011167,1,Wet weight,Pleuronectes platessa,,,North Sea,,Coastal region,,North Sea,,Fish (22486),Muscle,78.0,,Denmark
58,19833,CONNECT I+II LC,Real Sample,CONNECT 17 Mytilus edulis from Kinvara,"Wed, 11/06/2019 - 22:00","Wed, 10/02/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Kinvara,Ireland,53.16428,-8.95204,1,Wet weight,Mytilus edulis,,,North Atlantic Ocean,,Coastal region,,North Atlantic Ocean,,Molluscs (22488),Muscle,77.0,,Ireland
59,19834,CONNECT I+II LC,Real Sample,CONNECT 17 Mytilus edulis from Kinvara,"Wed, 11/06/2019 - 22:00","Wed, 10/02/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Kinvara,Ireland,53.16428,-8.95204,1,Wet weight,Mytilus edulis,,,North Atlantic Ocean,,Coastal region,,North Atlantic Ocean,,Molluscs (22488),Muscle,77.0,,Ireland
60,19835,CONNECT I+II LC,Real Sample,CONNECT 16 Mytilus edulis from Clew Bay North,"Tue, 11/26/2019 - 22:00","Tue, 10/22/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Westport,Ireland,53.85777,-9.63723,1,Wet weight,Mytilus edulis,,,Clew Bay North,,Coastal region,,Clew Bay North,,Molluscs (22488),Muscle,,,Ireland
61,19836,CONNECT I+II LC,Real Sample,CONNECT 16 Mytilus edulis from Clew Bay North,"Tue, 11/26/2019 - 22:00","Tue, 10/22/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Westport,Ireland,53.85777,-9.63723,1,Wet weight,Mytilus edulis,,,Clew Bay North,,Coastal region,,Clew Bay North,,Molluscs (22488),Muscle,,,Ireland
62,19837,CONNECT I+II LC,Real Sample,CONNECT 15 Crassostrea gigas from Cheekpoint,"Wed, 11/13/2019 - 22:00","Wed, 10/09/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Cheekpoint,Ireland,52.20023,-6.9704,1,Wet weight,Crassostrea gigas,,,Barrow River,,Coastal region,,Barrow River,,Molluscs (22488),Muscle,,,Ireland
63,19838,CONNECT I+II LC,Real Sample,CONNECT 15 Crassostrea gigas from Cheekpoint,"Wed, 11/13/2019 - 22:00","Wed, 10/09/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Cheekpoint,Ireland,52.20023,-6.9704,1,Wet weight,Crassostrea gigas,,,Barrow River,,Coastal region,,Barrow River,,Molluscs (22488),Muscle,,,Ireland
64,19839,CONNECT I+II LC,Real Sample,CONNECT 14 Mytilus edulis from Bodo harbour,"Sun, 11/03/2019 - 22:00","Sun, 09/29/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Bodo,Norway,67.29631,14.39564,1,Wet weight,Mytilus edulis,,,Norwegian Sea,,Coastal region,,Norwegian Sea,,Molluscs (22488),Muscle,,,Norway
65,19840,CONNECT I+II LC,Real Sample,CONNECT 14 Mytilus edulis from Bodo harbour,"Sun, 11/03/2019 - 22:00","Sun, 09/29/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Bodo,Norway,67.29631,14.39564,1,Wet weight,Mytilus edulis,,,Norwegian Sea,,Coastal region,,Norwegian Sea,,Molluscs (22488),Muscle,,,Norway
66,19841,CONNECT I+II LC,Real Sample,CONNECT 13 Mytilus edulis from Singlekalven,"Thu, 09/19/2019 - 22:00","Thu, 08/15/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Singlekalven,Norway,59.09511,11.13678,1,Wet weight,Mytilus edulis,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,84.0,,Norway
67,19842,CONNECT I+II LC,Real Sample,CONNECT 13 Mytilus edulis from Singlekalven,"Thu, 09/19/2019 - 22:00","Thu, 08/15/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Singlekalven,Norway,59.09511,11.13678,1,Wet weight,Mytilus edulis,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,84.0,,Norway
68,19843,CONNECT I+II LC,Real Sample,CONNECT 12 Mytilus edulis from Gressholmen,"Thu, 08/15/2019 - 22:00","Thu, 07/11/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Gressholmen,Norway,59.88362,10.711,1,Wet weight,Mytilus edulis,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,83.0,,Norway
69,19844,CONNECT I+II LC,Real Sample,CONNECT 12 Mytilus edulis from Gressholmen,"Thu, 08/15/2019 - 22:00","Thu, 07/11/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Gressholmen,Norway,59.88362,10.711,1,Wet weight,Mytilus edulis,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,83.0,,Norway
70,19845,CONNECT I+II LC,Real Sample,CONNECT 11 Mytilus edulis from Espevaer,"Wed, 10/02/2019 - 22:00","Wed, 08/28/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Espevaer,Norway,59.58711,5.15203,1,Wet weight,Mytilus edulis,,,North Sea,,Coastal region,,North Sea,,Molluscs (22488),Muscle,86.0,,Norway
